time,Cd_obs,Cd_obs_std,RBi_obs,RBi_obs_std,Ce_obs,Ce_obs_std,Ca_obs,Ca_obs_std,Cb_obs,Cb_obs_std,CDT1_obs,CDT1_obs_std,Gem_obs,Gem_obs_std,p21_obs,p21_obs_std,palbociclib,nocodazole
6.283185307,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
6.911503838,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
7.539822369,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
8.168140899,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
8.79645943,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
9.424777961,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
10.05257289,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
10.68089142,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
11.30920995,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
11.93752848,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
12.56637061,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
13.19468915,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
13.82300768,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
14.45132621,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
15.07964474,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
15.70796327,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
16.3357582,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
16.96407673,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
17.59239526,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
18.22071379,0.361621915,0.05127385,0.437703849,0.097189603,0.647438111,0.081649032,0.570019724,0.060008136,0.25773834,0.063865147,0.616441648,0.097772422,0.452629028,0.06881512,0.29876727,0.065352299,0,1
